语文,algo,algo_candidates,project_text,ref
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/03/074A5B6435E445DBA5C53D5F170DD568,枯藤老树昏鸦,"['枯藤老树昏鸦,', '枯藤老树昏鸦。']",枯藤老树昏鸦,枯藤老树昏鸦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/01/F702301553925D88945A42E154E64A45,比喻 刖,"['比哈', '比喻.']",比喻,比喻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/07/31/398A801E17F5FD3ECC6FD6DEACB32683,《朝花》 拾》,"['《朝花', '《朝花中']",《朝花》 拾》,《朝花夕拾》,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/02/C3525930A6CF8C8EB4B41F59AED0F72E,山岛竦峙,"['岛竦峙', '山岛竦峙。']",山岛竦峙,山岛竦峙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/05/76ED9F83090672C59F64DEE0A3233AF0,"我本来高兴地去, 不高兴了就回去","['我本来高兴地虫,', '我本来高兴地丢,']","我本来高兴地去, 不高兴了就回去",我本来是乘着一时高兴而来，现在兴尽就返回家，为什么一定要见到戴安道？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/03/0946B8C0E7A33850520B0AE2510B09E6,子美,"['于美', '子美美']",子美,子美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/07/31/A29F8B9BAECECB1539B40326A149AC43,对未知的好奇,"['对 未知的好奇', '对未知的好奇。']",对未知的好奇,对未知的好奇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/02/882A929F9AF4906D4894D38D40F947DE,美好 1,"['美好好', '美好.']",美好,美好,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/02/2D837CAE5B829E92BC4E04569B214F8D,A,"['A.', ' ']",A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/03/2792F6CDEA111F54DABEE270183BAC1C,孔明,"['孔子明', '孔明.']",孔明,孔明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/01/B00085E98917398832C74E15F1D94D99,小李仕,"['小李杜', '小李仁']",小李仕,李杜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/05/829A94D60C812D4056369C0DE73F52C6,"有弟皆分散, 无家问 死庄","['有弟皆分散,无家问', '有弟皆分散, 无家词']","有弟皆分散, 无家问 死庄",有弟皆分散，无家问死生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/06/A9795485163B27E939CB886849699170,A.,"['A', 'A .']",A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/01/65C9BA875E83743A755CEEB4B143BD8D,拟物,"[' 拟物', '拟物 ']",拟物,拟物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/05/E81104859B33FD9820FEEB54B9B700A9,形→名,"['形→ 名', '形→名.']",形→名,清，形容词作名词,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/05/69304F90F7F0C0CD9D9FA5402BD83809,留,"['留留', '贸']", 留, 留,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/03/3BC2AA9D3E0DEE680C3857B7841CE8B2,zun,"['izun', 'ziun']",zun,zūn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/06/1166B8FA3D43CEF79F85011EE2FEC89B,诗仙,"['诗仙:', '诗仙 ']",诗仙,诗仙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/05/607C54952A8FE399994C95ABB9ECB697,找主语,"['找 主语', '找主语:']",找主语,找主语,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/05/BD3D67BF2A05D095B290FA5C3EAF3C89,利,"['刹', '剁']",利,莅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/06/C024AA90E75F5E5B49D6F63B7D8740BA,立志,"['主立志', '立志:']",立志,有志,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/05/A988C67A239040B55D9068FFBF80BA83,抛弃,"['抛弃.', '抛弃,']",抛弃,丢下、舍弃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/07/31/4BC73BDABC230370EDA7AFA96189CB30,"黄龙 有叶, 参","['其龙', ' 龙']","黄龙 有叶, 参",贺龙。不怕困难，有坚定的革命信念，与群众同生死、与敌人斗争到底。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/02/3E401C11CCA458A37E22BA02D701B5F3,xuan,"['Xuan', 'zuan']",xuan,xu&agrave;n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/04/87EA19E002C93D6CAB939421071891EC,为什么,"['为什么?', '为什么。']",为什么,为什么一定,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/05/F25891D3DD939A64D1FEA4D5C12A009A,"被请家长, 躲进网吧","['被清家长,', '被请家长, ']","被请家长, 躲进网吧",去网吧找回小锋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/05/566C0A33EEEDFBC64B841EA4DC98F085,B,"['B.', ' B']",B,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/05/FDC86B486B6EA45ACF7FF13BBE6B7116,调,"['谓', '谪']",调,调,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/05/710E6FBEB088470D2101E00E9EF89B6B,"名词, 形容词","['名词,形容词', '名词, 形容洞']","名词, 形容词",名，名词用作动词,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
